H2IL121222012,264
H2IL121222014,359
H2IL121302012,4
H2IL121302014,2
H2IL131202012,581
H2IL131202014,483
H2IL131382012,1
H2IL140782012,8
H2IL140782014,14
H2IL160572012,16
H2IL170712012,797
H2IL170712014,804
H2IL200422012,80
H2IL200422014,81
H2IN011232012,9
H2IN011232014,2
H2IN022042012,353
H2IN041352012,9
H2IN050822012,379
H2IN050822014,304
H2IN050902012,153
H2IN062132012,18
H2IN062132014,2
H2IN062392014,3
H2IN062702012,1
H2IN070882014,1
H2IN080942012,215
H2IN091672012,175
H2KS021192012,117
H2KY021172012,1
H2KY041212012,124
H2KY041212014,42
H2KY041392012,40
H2LA010752012,4
H2LA021152012,2
H2LA050842012,167
H2LA050842014,4
H2MA000142012,380
H2MA000142014,223
H2MA040732012,676
H2MA040732014,228
H2MA060782012,2
H2MA080662012,9
H2MA090722012,15
H2MA090722014,71
H2MA091892012,11
H2MA092052012,4
H2MD011472012,77
H2MD021602012,120
H2MD021602014,58
H2MD022362012,114
H2MD031432012,17
H2MD042732012,30
H2MD051552012,483
H2MD051552014,135
H2MD054782012,56
H2MD060542012,262
H2MD061382014,2
H2MD061952012,489
H2MD061952014,268
H2MD081262012,382
H2MD081262014,95
H2MD081592012,91
H2MD081592014,1
H2ME011232012,68
H2ME020712012,284
H2ME020712014,10
H2ME020972012,187
H2ME021542014,2
H2MI031482012,81
H2MI031482014,1
H2MI051192012,53
H2MI051192014,72
H2MI051272012,5
H2MI060752012,84
H2MI060752014,1
H2MI070992012,4
H2MI111172012,149
H2MI111332012,28
H2MI111332014,12
H2MI121562012,4
H2MI141112014,40
H2MI170232012,82
H2MI170232014,15
H2MN021222012,182
H2MN021222014,185
H2MN030622014,50
H2MN030702012,106
H2MN041102012,9
H2MN051332012,34
H2MN061982012,353
H2MN061982014,7
H2MN070142012,36
H2MN070142014,66
H2MN081112012,238
H2MN081112014,256
H2MO021022012,251
H2MO021022014,186
H2MO021282012,7
H2MO040822012,226
H2MO062022014,9
H2MO070932012,5
H2MO070932014,14
H2MO080752012,15
H2MS010982012,37
H2MS011142012,4
H2MS011142014,7
H2MS021382012,4
H2MT000472012,370
H2MT010602012,454
H2MT010602014,1211
H2NC010812012,56
H2NC010812014,89
H2NC021702012,50
H2NC030872012,6
H2NC051322012,44
H2NC060722012,22
H2NC070962012,371
H2NC070962014,234
H2NC081852012,169
H2NC081852014,127
H2NC082192012,1
H2NC082192014,6
H2NC090762012,429
H2NC090762014,1
H2NC091342012,245
H2NC091342014,27
H2NC110802012,312
H2NC110802014,161
H2NC111142012,245
H2NC120212012,85
H2NC131102012,392
H2NC131102014,300
H2NC131442012,13
H2ND001152012,208
H2ND001152014,1
H2NJ011042012,10
H2NJ020372012,193
H2NJ020372014,289
H2NJ021442012,30
H2NJ031832012,381
H2NJ041652012,28
H2NJ050142012,158
H2NJ050142014,204
H2NJ052872012,30
H2NJ091072012,79
H2NJ091072014,1
H2NJ091232012,1
H2NJ101542012,24
H2NJ101542014,13
H2NJ111112012,64
H2NJ121192012,40
H2NM011282012,257
H2NM021262012,359
H2NM021262014,437
H2NM021752012,23
H2NM031572012,54
H2NM031572014,65
H2NV000352012,361
H2NV012072012,21
H2NV023952012,281
H2NV023952014,115
H2NV040112012,312
H2NV040112014,182
H2NV040452012,309
H2NV040452014,2
H2NY000102012,15
H2NY000102014,24
H2NY000362012,609
H2NY000512012,472
H2NY010672012,453
H2NY010672014,374
H2NY020812012,5
H2NY030892012,138
H2NY030892014,113
H2NY061162012,459
H2NY061162014,131
H2NY061572012,53
H2NY081382012,3
H2NY100922012,38
H2NY100922014,109
H2NY121552012,5
H2NY121552014,1
H2NY140372012,165
H2NY140372014,94
H2NY160572012,2
H2NY170712012,116
H2NY170712014,157
H2NY171392012,108
H2NY210992012,76
H2NY221132012,344
H2NY221132014,1
H2NY221392012,755
H2NY221392014,679
H2NY221472012,134
H2NY241192012,7
H2NY250742012,409
H2NY261712012,11
H2OH020852012,339
H2OH020852014,219
H2OH020932014,18
H2OH030672012,222
H2OH030672014,138
H2OH031252012,170
H2OH031252014,78
H2OH031412012,12
H2OH041312012,6
H2OH041312014,2
H2OH050212012,335
H2OH071672012,238
H2OH090312012,111
H2OH090312014,62
H2OH091142012,95
H2OH121002012,8
H2OH131992012,20
H2OH140642012,298
H2OH140642014,258
H2OH150872012,38
H2OH150952014,29
H2OH171092012,120
H2OH171092014,121
H2OK011432012,165
H2OK011432014,31
H2OK011502012,156
H2OK020832012,120
H2OK020832014,166
H2OK021582012,232
H2OK040552012,119
H2OK040552014,132
H2OK041392012,7
H2OR011332012,298
H2OR011332014,90
H2OR011902012,5
H2PA020552012,54
H2PA020552014,28
H2PA031112012,105
H2PA041352012,64
H2PA041352014,74
H2PA041432012,30
H2PA050582012,8
H2PA061142012,256
H2PA061142014,20
H2PA070702012,169
H2PA081022012,693
H2PA090352012,177
H2PA090352014,193
H2PA090432014,12
H2PA090842012,7
H2PA100902012,123
H2PA110982012,228
H2PA110982014,174
H2PA131102012,67
H2PA140842012,17
H2PA150992012,10
H2PA150992014,1
H2PA160632012,20
H2PA160632014,2
H2PA170792012,354
H2PA170792014,280
H2PA170872012,13
H2PA181432012,294
H2PA181432014,166
H2PA181502012,244
H2RI011782012,185
H2RI021352012,26
H2SC010692012,34
H2SC020422012,84
H2SC020422014,50
H2SC020592012,117
H2SC020592014,63
H2SC041052012,2
H2SC050862012,9
H2SC050862014,1
H2SC070662012,315
H2SC070662014,87
H2SC071082012,75
H2SC071082014,105
H2SD001342012,452
H2TN010722012,1
H2TN020212012,1
H2TN031442012,42
H2TN031442014,30
H2TN042582012,124
H2TN051312012,114
H2TN051312014,61
H2TN052712012,5
H2TN060302012,82
H2TN060302014,135
H2TN081272012,5
H2TX000152012,17
H2TX000152014,16
H2TX010622012,15
H2TX010622014,24
H2TX020942012,14
H2TX031182012,76
H2TX031182014,122
H2TX031262012,103
H2TX031262014,264
H2TX051212012,347
H2TX051212014,272
H2TX052042012,4
H2TX070362012,17
H2TX070362014,26
H2TX080832012,3
H2TX101132012,8
H2TX101132014,2
H2TX141492012,157
H2TX141492014,147
H2TX161852012,143
H2TX161852014,30
H2TX161932012,23
H2TX181402012,9
H2TX181402014,2
H2TX200392012,20
H2TX210862012,17
H2TX221182012,4
H2TX230822012,239
H2TX230822014,189
H2TX231242012,235
H2TX231242014,515
H2TX241142014,3
H2TX241222012,6
H2TX252692012,3
H2TX260932012,40
H2TX260932014,84
H2TX261682012,3
H2TX271332012,100
H2TX271902012,17
H2TX271902014,159
H2TX272572012,6
H2TX280402012,17
H2TX290302012,54
H2TX290302014,78
H2TX300952012,5
H2TX310442012,54
H2TX310442014,208
H2TX320672012,22
H2TX320752012,2
H2TX330402012,230
H2TX330402014,345
H2TX330732012,71
H2TX330732014,173
H2TX331072012,3
H2TX331232012,19
H2TX350112012,212
H2TX350112014,245
H2TX350292012,44
H2TX350292014,65
H2UT010942012,22
H2UT010942014,85
H2UT012352012,120
H2UT012352014,158
H2UT023242012,85
H2UT023242014,89
H2UT023572012,22
H2UT032492012,9
H2UT040232012,774
H2UT040232014,918
H2VA010662012,64
H2VA020492012,509
H2VA030542012,13
H2VA040522012,233
H2VA040522014,281
H2VA041022012,19
H2VA061152012,115
H2VA061152014,74
H2VA061802012,61
H2VA071132012,284
H2VA071132014,2
H2VA081292012,10
H2VA090772012,263
H2VA101172012,376
H2VA101252012,109
H2VA111492012,159
H2VA111722012,1
H2VA111722014,1
H2VT001102014,2
H2WA021772012,15
H2WA030762012,5
H2WA040412012,105
H2WA040412014,3
H2WA041242012,6
H2WA050712012,78
H2WA061292012,314
H2WA061292014,200
H2WA061452012,164
H2WA071012012,10
H2WA081582012,12
H2WI010842012,380
H2WI010842014,84
H2WI021242012,33
H2WI021242014,44
H2WI030802012,7
H2WI070652012,171
H2WV010372014,139
H2WV010942012,59
H4AK001232014,80
H4AL011232014,39
H4AL011562014,3
H4AL020712014,3
H4AL030612014,4
H4AL050822014,18
H4AL060982014,123
H4AL061482014,114
H4AR010512014,92
H4AR021332014,608
H4AR021412014,580
H4AR040482014,289
H4AR040632014,274
H4AZ010382012,48
H4AZ010382014,38
H4AZ040242012,8
H4AZ040242014,24
H4AZ050882014,10
H4AZ060452012,58
H4AZ060452014,52
H4AZ070432014,35
H4CA010662014,69
H4CA030962014,236
H4CA041022014,63
H4CA100752014,283
H4CA110812012,552
H4CA110812014,251
H4CA120552014,537
H4CA150662014,4
H4CA160492012,112
H4CA160492014,157
H4CA170212012,52
H4CA170212014,66
H4CA180602014,1
H4CA180942014,2
H4CA200822012,227
H4CA200822014,169
H4CA210722014,368
H4CA230112012,49
H4CA230112014,50
H4CA231512014,3
H4CA251232014,85
H4CA261472014,405
H4CA310712014,121
H4CA321032014,27
H4CA331192014,384
H4CA331352014,464
H4CA350312014,23
H4CA350492014,17
H4CA361202014,191
H4CA370782014,2
H4CA411202014,99
H4CA420862014,15
H4CA450972014,88
H4CA461292014,3
H4CA470692014,3
H4CA480422014,33
H4CA490322012,248
H4CA490992014,34
H4CA491072014,2
H4CA520512014,803
H4CA530592014,37
H4CO000232014,74
H4CO011122014,2
H4CO020942014,97
H4CO040742014,17
H4CO040902014,190
H4CO060872014,1326
H4CO070362014,59
H4CT030822014,7
H4FL011552014,1
H4FL020622014,435
H4FL031102014,25
H4FL040432014,4
H4FL050322012,1
H4FL060222014,4
H4FL070872014,1
H4FL080852014,16
H4FL090832014,49
H4FL090912014,6
H4FL091332014,1
H4FL110712014,7
H4FL130772014,11
H4FL131012014,266
H4FL151552014,87
H4FL161462014,14
H4FL180682014,44
H4FL190582014,11
H4FL190742014,51
H4FL200642014,2
H4FL221102014,3
H4FL260382014,300
H4GA010392014,60
H4GA011202014,1
H4GA020602014,7
H4GA060872012,130
H4GA060872014,252
H4GA080672012,33
H4GA080672014,104
H4GA090572014,3
H4GA100892014,5
H4GA110612014,51
H4GA120102012,261
H4GA120102014,451
H4HI011342014,248
H4IA010692014,307
H4IA030652014,544
H4IA031152014,435
H4IA031312014,2
H4IA041132014,726
H4IA051022012,315
H4IA051022014,16
H4ID010812014,60
H4IL000322014,1
H4IL023012014,4
H4IL030772012,82
H4IL030772014,70
H4IL030932014,6
H4IL070372012,21
H4IL070372014,13
H4IL081262014,106
H4IL111952014,182
H4IL120602014,395
H4IL131752014,529
H4IL150552012,464
H4IL150712014,9
H4IL181172014,5
H4IN010122012,25
H4IN010122014,25
H4IN021352014,307
H4IN041722014,11
H4IN051532014,1
H4IN082072014,3
H4IN090722014,53
H4KS010752014,52
H4KS021152014,150
H4KS031882014,152
H4KS041112014,4
H4KY010402012,76
H4KY010402014,56
H4KY020892014,18
H4KY032442014,1
H4KY060722012,599
H4KY061302014,284
H4LA050802014,38
H4LA052212014,50
H4LA061532014,214
H4LA061612014,51
H4LA070292012,345
H4LA070292014,80
H4MA030222012,50
H4MA030222014,25
H4MA030972014,2
H4MA050842014,87
H4MA060332012,324
H4MA060332014,82
H4MA060902014,300
H4MA061242014,15
H4MA090782014,53
H4MD011012014,171
H4MD021742014,2
H4MD041212014,3
H4MD051692014,3
H4MD061912014,287
H4ME000142014,5
H4ME011372014,4
H4ME022002014,583
H4ME022342014,451
H4MI011142014,107
H4MI021042014,6
H4MI032272014,15
H4MI041262014,116
H4MI041342014,21
H4MI051492014,200
H4MI061052014,220
H4MI071032012,117
H4MI071032014,189
H4MI071782014,232
H4MI081352014,110
H4MI110972014,144
H4MI111052014,181
H4MI120612014,11
H4MI120792014,143
H4MN021362014,4
H4MN050712014,20
H4MN060872014,232
H4MN061292014,63
H4MN061372014,4
H4MN070772014,149
H4MN080832014,202
H4MO041202014,1
H4MO052342012,60
H4MO052342014,46
H4MO081622014,61
H4MO082122014,3
H4MO082202014,3
H4MS011102014,6
H4MS020682012,122
H4MS020682014,67
H4MT000682014,458
H4MT010412014,1115
H4NC010462012,79
H4NC010462014,44
H4NC010952014,7
H4NC021272014,482
H4NC051462012,247
H4NC051462014,281
H4NC052452014,7
H4NC060112012,41
H4NC060522014,178
H4NC060862014,389
H4NC071002014,18
H4NC100472012,132
H4NC100472014,154
H4NC110522012,178
H4NC110862014,6
H4NC121002014,97
H4NC121342014,110
H4NC130332014,32
H4ND000462014,493
H4ND010282014,2
H4NH022412014,124
H4NJ010842014,51
H4NJ010922014,42
H4NJ021402014,177
H4NJ031062014,501
H4NJ031302014,186
H4NJ051352014,329
H4NJ061092014,37
H4NJ070992014,24
H4NJ091292014,1
H4NJ110912014,36
H4NJ121232014,95
H4NJ121492014,294
H4NM011162014,133
H4NM020722014,447
H4NV011532014,20
H4NV021512014,6
H4NV040172014,57
H4NY030772014,45
H4NY040752014,536
H4NY040912014,193
H4NY071102014,12
H4NY111382012,30
H4NY111382014,43
H4NY120522014,33
H4NY130762014,2
H4NY171352014,51
H4NY191152014,431
H4NY201212014,32
H4NY210792014,368
H4NY211032014,413
H4NY211112014,13
H4NY230672014,575
H4NY240732014,317
H4NY260522014,13
H4NY270762012,136
H4NY270762014,44
H4NY271182014,6
H4NY290982014,61
H4OH021562014,47
H4OH040462014,28
H4OH050432014,7
H4OH060742014,87
H4OH080702014,159
H4OH120642014,4
H4OH141022014,154
H4OH161152014,25
H4OK051242014,28
H4OK051322014,23
H4OK060562012,102
H4OK060562014,115
H4OR011132014,4
H4OR021782014,65
H4OR031012014,3
H4OR052392014,18
H4PA011032014,30
H4PA030752012,2
H4PA031092014,236
H4PA070922014,39
H4PA080742012,691
H4PA080742014,505
H4PA081082014,327
H4PA100542014,81
H4PA100622014,48
H4PA110522014,3
H4PA120432014,126
H4PA131242012,485
H4PA131242014,4
H4PA131992014,109
H4PA150872012,166
H4PA150872014,229
H4PA160852014,29
H4PA181312012,27
H4PA181312014,18
H4RI011252014,4
H4RI021072014,3
H4SC010732014,15
H4SC050582014,19
H4SD000492014,39
H4TN041712014,164
H4TX021082012,136
H4TX021082014,154
H4TX040392012,162
H4TX040392014,248
H4TX041532014,95
H4TX061172012,52
H4TX061172014,74
H4TX090952012,45
H4TX090952014,43
H4TX100282012,264
H4TX100282014,183
H4TX100932012,87
H4TX100932014,248
H4TX130142012,146
H4TX130142014,314
H4TX140792014,9
H4TX191022012,128
H4TX191022014,84
H4TX191362012,128
H4TX191362014,343
H4TX192762014,15
H4TX240942012,18
H4TX240942014,39
H4TX270552014,163
H4TX280462012,381
H4TX280462014,4
H4TX310402014,19
H4TX320302014,1
H4TX340102014,55
H4UT021972014,26
H4UT040112014,361
H4VA010702014,86
H4VA020522014,285
H4VA040332014,20
H4VA050482014,74
H4VA050552014,2
H4VA071432014,532
H4VA071502014,307
H4VA071682014,7
H4VA081822014,41
H4VA082242014,308
H4VA083312014,13
H4VA100712014,753
H4VA100892014,1104
H4VA110872014,121
H4VA111032014,7
H4WA021572014,2
H4WA031142014,37
H4WA040882014,85
H4WA041042014,150
H4WA050772012,128
H4WA050772014,206
H4WA051272014,44
H4WA060752014,10
H4WA070732014,6
H4WA080712012,130
H4WA080712014,122
H4WA081212014,23
H4WA090612014,2
H4WA100102014,21
H4WI031442014,99
H4WI041832012,17
H4WI041832014,24
H4WI050992014,5
H4WI060482014,127
H4WI060712014,68
H4WI070952014,126
H4WI080772014,7
H4WV020232012,2
H4WV020722014,550
H4WV020802014,426
H4WV030472012,164
H4WV030472014,1
H4WV030702014,498
H6AK000452012,66
H6AK000452014,45
H6AL040982012,198
H6AL040982014,68
H6AZ070222014,1
H6CA051952012,40
H6CA051952014,37
H6CA070432012,29
H6CA070432014,5
H6CA090232012,96
H6CA221252012,236
H6CA221252014,356
H6CA240482012,330
H6CA240482014,17
H6CA241132012,243
H6CA241132014,157
H6CA341122012,376
H6CA341122014,3
H6CA390202012,327
H6CA390202014,407
H6CA420992012,121
H6CA420992014,8
H6CA460332012,138
H6CA460332014,139
H6CA480392012,83
H6CA480392014,3
H6CO011412012,78
H6CO011412014,44
H6CO031392012,446
H6CO031392014,180
H6CO051592012,19
H6CO051592014,42
H6CO070232012,540
H6CO070232014,244
H6FL060352012,182
H6FL060352014,4
H6FL081302014,3
H6FL082132012,211
H6FL082132014,145
H6FL082472012,47
H6FL090702012,59
H6FL090702014,26
H6FL111262012,81
H6FL111262014,17
H6FL131482012,212
H6FL131482014,96
H6FL170322014,1
H6GA041292012,4
H6GA041292014,5
H6GA052172012,12
H6GA052172014,67
H6IA010982012,507
H6IA010982014,3
H6IA021462012,229
H6IA021462014,324
H6IA031442012,317
H6IA031442014,1
H6IL021242012,86
H6IL051502014,39
H6IL061172012,414
H6IL061172014,466
H6IL061412012,1402
H6IL061412014,454
H6IN000272012,28
H6KS011462012,40
H6KS011462014,81
H6KY031242012,157
H6KY031242014,77
H6KY051112012,1
H6KY051112014,2
H6MA071012012,17
H6MA071012014,2567
H6MD032922012,143
H6MD032922014,105
H6MD041832012,25
H6MD041832014,17
H6MD071602012,52
H6MD071602014,51
H6MI010282012,42
H6MI010282014,12
H6MI041132012,146
H6MI041132014,131
H6MI121812012,8
H6MI121812014,58
H6MN011742012,193
H6MN011742014,175
H6MN051832012,196
